159,"Renowned hockey statistician BG Joshi dead, Hockey India mourns"
160,Premier League accounts show impact of virus
161,Barcelona’s Joan Laporta maintain support of Super League despite backlash
161,World Rally Championship changes gear for Croatia debut
161,Yates keeps Tour of the Alps lead as Bilbao wins stage four
183,"Hrithik Roshan’s ex-wife Sussanne pens note for ‘Mama-Papa’ Rakesh Roshan, Pinky on 50th wedding anniversary: ‘Wish you the world of love’"
183,Kollywood celebs share their thoughts on Earth Day
183,"Vishnu Vishal-Jwala Gutta tie the knot, newlyweds share photos from wedding, engagement, haldi ceremonies. See pics"
184,"Ashwiny Iyer Tiwari: ‘Working on the life story of Narayan, Sudha Murthy has been a learning for life’"
184,Check out Nushrratt Bharuccha’s super glam avatar
184,Composer Shravan Rathod of Nadeem-Shravan duo passes away
185,Michael Keaton to return as Batman in upcoming 'The Flash' movie
185,Mortal Kombat movie: Watch the first seven minutes here
185,"Netflix confirms release of Money Heist 5, The Witcher 2, You 3 and others in 2021"
185,"Shah Rukh Khan supports Kolkata Knight Riders after they lose IPL match to Chennai Super Kings; fan says, ‘Haar ke jeetne wale ko…’"
185,"Ted Lasso season 2 teaser: Jason Sudeikis’ comedy series is back to give you a warm, fuzzy feeling"
185,"Vakeel Saab, Master and Krack: South Indian films that revived box office business"
185,Vijay Sethupathi announces release date for Laabam as Tughlaq Durbar goes the OTT way
186,'The Conjuring: The Devil Made Me Do It' trailer: Patrick Wilson and Vera Farmiga face the biggest and darkest entity as they help solve a murder case
186,The Conjuring 3 trailer: Ed and Lorraine Warren take on another horrifying case
187,Mahesh Bhatt on composer Shravan Rathod's demise: Thank you for touching my life
188,Gauahar Khan slams trolls who asked why she didn’t condole death of Hina Khan’s father: ‘Have some shame’
188,Jacqueline Fernandez looks stunning in this monochrome picture
188,Taarak Mehta Ka Ooltah Chashmah producer: ‘I want Disha Vakani to return as Dayaben and I am hopeful she will’
188,Varun Dhawan responds to troll who asked him not to show his privilege: ‘I have lost people to Covid too’
189,Phoebe Dynevor and Pete Davidson are officially dating
189,Radhe Your Most Wanted Bhai trailer: Salman Khan’s Eid offering takes us back to Wanted and Dabangg
190,Nakul Abhyankar jams with AR Rahman on the terrace
208,"Minister discusses lack of medical staff, poor sanitation"
208,"Scared of uncertain future,elderly people turn to temples"
208,"Six die, over 1,100 new cases reported in South Coastal A.P."
209,"1,200-bed COVID quarantine centre ready at Bommuru"
209,Congress forms COVID controlpanel to reach out to the needy
214,Crematorium staff raise health concerns over violations by hospitals
214,"Hospital beds for Covid-19 patients increased as cases shoot past 3,500"
214,"Hospitals fall short of oxygen, supply from Bhiwadi resumes"
214,"Markets, shops selling non-essentials to shut from 6pm"
215,25MLD sewage plant in the works for Manesar
216,"Civil Hospital suspends OPD, non-emergency surgeries"
221,"Despite Covid, Karnataka sees record foodgrain output"
221,Kaveri struggles with add-ons
221,"RTCs resume services with 16,000 buses across State"
221,‘Can operate 100% bus schedules even after suspension of staff’
222,"Ambulance driver, owner arrested for charging ₹60K to ferry body"
222,"As queues get longer, volunteers want out"
222,"Bengaluru: Ambulance driver asks Rs 60,000 to ferry Covid body"
222,"Bengaluru: As deaths mount, wait to perform rites lengthens"
222,Bengaluru: Loss after loss leaves families in deep shock
222,Bengaluru: Staff crunch sees Covid doctors do double shifts
222,"Live: K'taka logs biggest single-day spike of 25,795 cases"
223,"Biggest single-day spike of 25,795 cases"
223,Cops get ready to enforce weekend curfew in Karnataka
223,"Four held for hoarding, selling Remdesivir in Bengaluru"
223,"Karnataka Covid-19 wrap: Another biggest one-day spike with 25,795 cases; CM approves Rs 400 crore for vaccine"
224,Stressed? How doctors are healing themselves
225,Covid patients sleep outside hospital in Bidar
225,Students study in market yard after hostel shunts them out
226,Hanuman Janmbhoomi row: Karnataka may seek archeological survey
226,"TTD panel concludes Hanuman born in Jabali, Karnataka wants ASI survey to contest claim"
227,1- cr doses of Covishield purchase gets nod
227,Assistance for elderly a must during pandemic: Karnataka high court
227,"Covid-19: Karnataka seeks 2 lakh Remdesivir vials, gets 25,000 after intervention from state ministers and MPs"
227,"‘When there are no beds, no oxygen…’: Kumaraswamy slams Yediyurappa on full-page govt ads thanking PM for Bengaluru metro"
228,Karnataka government allots
229,"M'luru: Tied to bike, dog dragged along road"
230,Abrupt end to strike worries many; STUs may not reinstate sacked staff
230,DK DC appeals to migrants to stay back
230,Tension in Gantiganahalli
250,Development should have ‘Earth First’ vision: scholar
250,KVASU hospital closed partially
250,Vizhinjam port: arbitration proceedings begin
250,Withdraw new vaccination policy: KSSP
251,50 inmates infected in district jail
251,Fresh doses to boost vaccination drive
251,Wayanad records new high of 614 cases
252,Three dead in separate incidents in Mulavukad
253,WFH for varsity staff
259,"Maharashtra: 23 policemen in Mira-Bhayander, Vasai-Virar test positive"
259,"Maharashtra: 67,013 Covid cases, 568 deaths"
259,"Mumbai records 2.5 lakh Covid cases in 2 months, 64% patients under 49 yrs"
259,Surge in cases forces PMC to reopen alternate Covid care centres
260,Congress's Amin Patel tells Maharashtra CM to use Rs 1 crore MLA fund for free Covid-19 vaccination
260,Maharashtra to procure own vaccine stock for 18-45 age group
260,Railway to stop sale of tickets to non-essential category passengers in Mumbai till May 1
261,Covid warrior cop helps Mayo doctor get back lost bag
261,Doctor booked for molesting nurse
261,Mayor busts fake website offering beds to Covid patients in Nagpur
261,Nagpur: Mayor busts fake website offering beds to Covid positive patients
262,PMC planning to set up two vaccination centres in each electoral panel
262,"Relief for doctor couple, MahaRERA asks builder to hand over flat in 1 mth"
263,1.24Lakh active cases projected for district by May 2
263,Covid second wave: PMC decides not to spend on new civic works
264,"6-month-old tiger cub rescued from well, reunited with mom in Chandrapur"
264,Andheri man booked for hitting stray
264,"Tiger saunters onto road near Tadoba, people watch it from distance"
265,"CBSE 12th board exam 2021: Make Covid testing mandatory for students, demand teachers"
265,Corporators flooded with calls for help but lack the clout needed
265,Kin mortgaging valuables to buy meds from black market
266,"Bond service: Less than 50% MBBS grads apply, deadline extended in Mumbai"
266,"Shifted to Warangal with SPO2 at 71% & HRCT 23, veggie vendor beats Covid"
267,Bombay High Court restores 110MT/day O2 supply from Bhilai to state
267,"In Pimpri, 205 patients gasped for breath as oxygen tanker diverted to Buldhana"
267,Mumbai: 48 private vaccine centres shut due to shortage
267,Shortage of Remdesivir and oxygen continues for 2nd day in row
268,Control Covid-19 situation at ground level: HC
268,Fresh Covid-19 restrictions come into force
268,"Never opposed lockdown, but concerned about poor: BJP"
268,"Stringent curbs put on travel within Maharashtra, weddings pruned"
269,Bombay HC refuses grandma’s plea to take 4 kids to Afghanistan
270,"Lured by iPhone and jewellery, 60-year-old woman cheated of Rs 4 crore by ‘Facebook friend’"
270,"Mumbai: 17-year-old boy, three others held for gangrape of minor"
270,Mumbai: Youth accused of 'raping' 42-year-old 'wife' gets relief
271,Latest news updates from Mumbai
271,"PMC reduces staff strength attendance in govt offices, 14-day quarantine mandatory for inter-district, inter-city travellers"
272,Covid: BJP leader booked in video controversy
272,Mumbai: BJP functionary booked for 'defamatory' tweet against BMC
273,Maharashtra: Ex-MP Kakade arrested for aiding rally of gangster
273,"Mumbai: 2 scale hockey stadium wall to catch glimpse of IPL match, arrested"
273,Nigerian arrested with cocaine worth Rs 4.16 lakh
273,Pune: Man surrenders to police after murdering minor girl
273,Pune: Pharmacist held for black marketing Remdesivir injections
273,Ward boy among 3 held for selling Remdesivir in black market
274,"After Nashik tragedy, hospitals begin audit of oxygen tanks in Pune"
274,Covid test results see 4-5 day delay; labs work overtime in Pune
274,Deploy cops to impose complete lockdown: Maharashtra CM
274,Fresh Covid-19 restrictions come into force in Maharashtra
274,Long queues outside civic-run vaccination centres in Mumbai
274,"Maharashtra: Decide on jail transfer pleas in 48 hours, Bombay HC directs magistrates"
274,New curbs on pvt bus transport put brakes on operators’ business in Pune
274,"Pune district reports 9,907 Covid positive cases, 8 deaths in 24 hrs"
274,"Railways, BEST to ensure lockdown norms are followed in Mumbai"
274,"Relook at decision of not allowing door-to-door vaccination for elderly, kids, Bombay HC tells Centre"
274,"Taking steps to give drugs, oxygen: Mumbai civic body tells HC"
274,"Willing to touch Centre’s feet for oxygen supply, says Maharashtra health minister"
275,How a group of cane growers grew a company from scratch
276,"At 7,266, district reports most recoveries in a day"
276,Record 287 deaths in a day take Vidarbha toll past 12k
277,All eyes on 'Indian Variant' in Vidarbha 'that led to 2nd wave'
278,State reconstitutes ecotourism board in Maharashtra
279,Additional forces deployed in Mumbai police stations to help enforce curbs
279,Mumbai Police's witty reply to man wanting to meet girlfriend earns praise
279,Pune: Wellness centre booked for flouting state Covid orders
280,Inhaled budesonide in early treatment reduces need for urgent medical care: Lancet study
281,Ambani security scare: NIA probes ‘role’ of businessman in sourcing gelatin sticks
326,Haryana Cabinet nod to policy for sale of shops/houses by municipal bodies
326,"Punjab, Himachal to provide free Covid vaccines in govt hospitals starting May 1"
327,"Covid situation worsens in Haryana: 5 districts in critical category, 2 more closing in"
327,Existing liquor licensees in Haryana can renew their licence
327,"Haryana to provide jobs to abandoned, surrendered children under HARIHAR scheme"
327,Panipat unit supplies 171 MT oxygen to Delhi in 7hrs
328,Haryana orders closure of all shops by 6pm
333,Covid in Chennai: Snake rescue operations hit
333,Madras high court takes suo motu notice of transfer of oxygen from Tamil Nadu to other states
333,Some suburban trains partially cancelled
333,"Southern Railway to operate special trains, add extra coaches as guest workers flood stations"
333,TN live: Special vaccination camps from May 1
333,TNSCB demolishes church constructed on encroached land
333,Tamil Nadu’s 3.5L govt teachers push for work from home
334,Cop shoots himself dead on court premises in Tamil Nadu’s Krishnagiri
334,Tamil Nadu political leaders condole death of Sitaram Yechury’s son
334,"Upset over loss of son, man sets self ablaze on road in Chennai"
335,6 booked by DVAC in Rs 88.88-lakh fraud
335,Tamil Nadu opposition flays Centre over its handling of Covid crisis
335,Tamil Nadu: Cheques to kin of firecracker blast victims bounce
336,Chennai: In quarantine & too sick to cook? A hot meal is just a call away
337,Hotels offer lockdown stays with beach view
337,Mylapore Kapaleeswarar temple dance festival to be livestreamed
338,Can we take one dose of Covaxin and another dose of Covishield?
339,Kidnapped Chennai real estate agent rescued
351,Covaxin efficacy 78%: Bharat Bio & ICMR
351,"Record 6,500 Covid-19 cases, 20 deaths in Telangana"
351,Telangana: Districts with zero cases earlier now hotspots
352,Bodies keep coming to cremation grounds
352,"GHMC on sanitation drive, mayor conducts inspection"
352,Ram Navami celebrations remain low key for 2nd year
352,Restrictions on civic polls campaigning by Telangana State Election Commission
353,Hyderabad: Lack of knowledge on Covid waste disposal causes concern
353,Oxygen prices increase by 500-600%
353,Procuring oxygen from faraway places a challenge
354,Hyderabad: Parents kill self as girl elopes before wedding
354,SCB former ward members promote scheme for girl child
355,CM gets best treatment and not everyone: Jeevan ReddyHe demands reimbursement of corona medical bills
355,"Centre biased on oxygen, vials: Eatala"
355,Hyd: Min accuses Centre of being partial
355,Number of people in Andhra availing free Covid treatment under state scheme crosses 1 lakh
356,Brahmotsavams at Chilkur Balaji temple begins
357,6 child workers rescued
357,Man held at RGIA with 380gm gold
357,Telangana: Three interstate offenders arrested
357,"Telangana: To skirt DA probe, GST official faked Covid reports, says CBI"
358,DRDO product an oxygen source for COVID patients
359,Over 700 Hyd cops affected in Covid second wave
359,Telangana draws up micro-containment zones to counter Covid surge
359,Telangana: 'Utilise schools as isolation centres'
359,‘COVID deaths due to late detection’
377,Call centre duping foreign nationals on pretext of accident claims busted
377,"Ghaziabad runs out of ICU beds, records over 1,000 Covid-19 cases"
377,Noida Metro changes timings of Aqua Line
377,"Noida, Ghaziabad’s home chefs, Good Samaritans come to the rescue of Covid patients in home isolation"
377,Rise in prices of raw materials hits Noida’s garment sector
377,"Supply poor, private hospitals still face oxygen shortage in Ghaziabad and Noida"
377,UP showcases defence corridor to British firms
378,"BJP MLA slams Serum India over anti-COVID vaccine pricing, calls its CEO Adar Poonawalla ‘dacoit’"
379,Hospitals continue to grapple with oxygen crisis in Lucknow
380,Pregnant Covid positive women left with limited options in Noida
387,"Covid vaccines to be administered free of cost in Bengal, declares Mamata"
387,Covid: Triple-mutant ‘Bengal strain’ a new worry
389,"Apple Plans Notifications, iPad Home Screen Upgrades for iOS 15"
389,"Google Meet to get refreshed UI, video background replacement feature, and more"
389,Microsoft Teams update for macOS now lets users share system sounds
389,"New Zoom update brings more emojis, Vanishing Pen tool and other features"
390,Apple targeted in $50 million ransomware attack
390,Apple targeted in ransomware attack; asked to pay $50 million
391,Facebook begins testing ads in Instagram Reels
391,"OnePlus Triggers launched in India for Rs 1,099"
397,U.K. apologizes for racism in memorials to WWI dead
397,"‘Time to do the right thing’ on climate, Greta Thunberg tells U.S. Congress"
399,CBSE introduces changes in assessment and evaluation practices for 2021-22 session
399,ICSI CS exams 2021 to be conducted as per schedule
399,IIM-Ahmedabad virtually inaugurates 16th batch of the MBA-PGPX programme
400,Covid second wave: Mixed reaction to postponement of JEE (Main) April session
400,"JEE Main, NEET: ‘Students need clarity on exam timetable to continue focused studies’"
400,"Karnataka: VTU exams on amid Covid crisis but asked to vacate hostels, engineering students allege trouble"
401,Maharashtra state-run universities to conduct examinations online
407,"Bengal polls: EC bans physical campaigning, expresses ‘anguish’ over flouting of Covid norms"
407,"West Bengal polls: Bombs hurled in North 24 Parganas, six injured"
407,West Bengal sees nearly 80% polling in sixth phase amid stray incidents of violence
408,Covid-19: Mamata Banerjee cancels meetings as EC revokes permission for rallies
