78,BMC restricts entry of people at its offices as Covid-19 cases rise in Mumbai
78,"No plans for night curfew, says Gurugram administration"
78,Sahibabad villages oppose new traffic plan for Kaushambi
79,Kajol says 'my eyes aren't even black' in this vintage BTS video from Baazigar
79,Mahima Chaudhry reveals she had two miscarriages during her troubled marriage
80,Mr Miss & Mrs Fashion World 2021 to be held on May 1 in Goa
80,The country now gets a new way of expression: Sanjay Reddy
81,Bangkok closes 196 entertainment venues for two weeks amid new Covid-19 cluster
81,"UK's Glastonbury Festival, cinemas, museums get government cash to survive Covid"
81,Ukraine’s Kyiv tightens Covid-19 lockdown as coronavirus infections spike
82,Can you recognise this boy with Sharmila Tagore in a pic shared Saba Ali Khan?
82,"Kareena Kapoor gets goofy with Taimur, Saba Ali Khan finally finds pic with him"
82,Krushna Abhishek's birthday wish for sister Arti Singh is all love
82,"Neetu Kapoor shares clip from 1979 film with her bird-like outfit, Karan reacts"
82,"Sara shares throwback pic of mom Amrita Singh, their resemblance is uncanny"
82,"Sushmita’s daughter Alisah reads moving essay on adoption, watch video"
83,Punjabi University passes
83,"Will bitcoin follow the mania, panic and crash trajectory?"
84,When will next generation of tennis overtake the Big Three?
84,Why teenager Jannik Sinner may be the next big thing in tennis
85,Dortmund doubts return ahead of Manchester City clash
85,Foden outshines Haaland to give City 2-1 lead over Dortmund in CL quarter
85,"MATCHDAY: City-Dortmund, Madrid-Liverpool in Champions League"
85,"Manchester United's Rashford available for Granada clash, says Solskjaer"
85,"West Ham into the EPL's top 4 despite Antonio, Rice injuries"
86,Assam University students’ demand for online examination rejected
86,"Bihar 10th Result 2021 Pass Percentage: BSEB Matric results out, details here"
86,Private school shut after 7 students test Covid-positive
86,"State board begins offline practical exams for Class 10,12"
87,"LDF will be voted to power for welfare measures, Covid management: KK Shailaja"
87,Rising Covid cases: Delhi health min urges recovered persons to donate plasma
88,NEET PG admit card 2021 to be released on April 12 at nbe.edu.in
88,"TJEE 2021 registration begins on tbjee.nic.in, here’s how to apply"
89,"Gurugram district administration orders police to issue 1000 challans daily for Covid-19 violations, soon surprise checks at weddings, functions"
89,"In wake of increased attacks, govt trains 4,000 officials in cybersecurity"
89,Non-teaching staff to report to work on alternate days: MU
89,PM Modi to hold meet with CMs as infections rise
90,Preity asks paps to follow Covid 19 rules: 'Please maintain social distance'
90,Sujoy Ghosh has a hilarious response as Twitter user criticises Aladin
91,KKR has one of the best ‘spin departments’ in IPL 2021: Kuldeep Yadav
91,‘You have to bite the bullet’: Ganguly remembers biggest setback of career
92,"4 die, scores hospitalised due to drinking water contamination in Andhra"
92,"Explained: African Swine Fever, suspected, after over 80 pigs die in Mizoram"
92,Second wave of bird flu kills hundred birds in Himachal Pradesh
93,'Red hot investment': US Envoy John Kerry lauds India's energy policy
93,"India ‘getting the job done’ on climate crisis, says John Kerry"
93,US envoy Kerry meets Modi as India eyes net zero target
93,‘World’s two biggest democracies should join hands on confronting climate change’: John Kerry
94,Lucknow district admn asks degree colleges to run only online classes
94,Pending results: Mumbai varsity allows students to apply online
95,"Aashka shares bikini pic, has advice for women who worry about others' opinion"
95,"Shanaya Kapoor looks stunning as she poses in monokini, Navya reacts"
95,Suhana Khan deletes her latest Instagram post
96,Cops rescue squirrel stuck inside a metal pipe. Watch
96,This fluffy and tiny animal is Twitter’s new love. Can you identify it?
97,"Ajay Devgn ensured I got the best treatment, press called me 'scarface': Mahima"
97,"Mahima says she was replaced in RGV's Satya, learned about it from the press"
97,Ram Gopal Varma says he might make a film on Sushant Singh Rajput
98,'Coming 4 weeks very critical': Govt says second Covid-19 wave spreading faster
98,Financial regulator asks G20 countries to prepare Covid-19 relief exit plan
98,"World Health Day 2021: 5 Yoga exercises to beat laziness, procrastination"
99,"Rashmika Mandanna celebrates birthday on Goodbye set, shares pic with Amitabh"
99,"Tiger Shroff completes 7 years in films, says he is still 'the same old shy guy'"
99,"Tiger Shroff flaunts washboard abs in new photo, Disha Patani drops fire emojis"
100,"India could resume vaccine exports by June, says SII CEO Adar Poonawalla"
100,India may cut Covid-19 vaccine export to deal with crisis at home: Gavi Alliance
101,Covid patients given oxygen in waiting area as YCMH runs out of beds
101,Vaccination counters a picture of contrast under one roof at Civil Hosp
102,"Centre seeks listing of Isro spy case on Kerala poll eve, SC sees no urgency"
102,Jailed Harvey Weinstein appeals sex crimes conviction
102,Key witness in George Floyd murder trial seeks to avoid testifying
103,Maharashtra: Teachers request special vaccination drive for teachers and staff ahead of board exams
103,Vaccination camps at workplaces on the cards
104,May shoot down Chinese drones in South China Sea: Taiwan
104,Taiwan will fight ''to the very last day'' if China attacks
105,"Madhuri goes snorkelling and binges on 'cheat meal' in the Maldives, see new pic"
105,"Rhea Chakraborty, brother Showik spotted outside NCB office. See pictures"
106,Bengaluru and other Karnataka districts where Covid-19 is wreaking havoc
106,Maha curbs: Traders’ associations upset
107,Himachal fighting forest fires after prolonged dry spell
107,Lack of strategy impedes fight against forest fires
107,Smoke from fires in Uttarakhand worsens Delhi’s air quality
108,"'Left will be shown its place, UDF poised for comfortable win': Shashi Tharoor"
108,MP Jaya Bachchan in Bengal to campaign for ruling TMC
108,"Tejashwi campaigns for Trinamool in Bengal, fields party veterans too"
109,"Khushi chills with a friend in New York, Navya wants to know where she is"
109,Mahhi Vij can't hold back tears as daughter Tara calls out her name at airport
109,Tiger Shroff's sister Krishna flaunts summer body and enjoys date night in Goa
109,"Twinkle Khanna enjoys poetic morning, shares glimpse into her garden"
110,"Britons enjoy golf, picnics as Covid-19 curbs lift on some outdoor activities"
110,"India's Barbeque-Nation reverses course after weak opening on debut, jumps 18%"
111,"Allegations against Anil Deshmukh: CBI team reaches Mumbai, begins probe"
111,CBI may record Param Bir Singh’s statement in Bombay HC-directed inquiry today
111,"Lalchand Rajput urges MCA Ombudsman to ""reinstate CIC"" led by him"
112,Chhattisgarh ambush: Missing Jammu jawan’s wife appeals Naxals to release him
112,"Day after Ludhiana factory roof collapse, factory owner arrested"
112,IIT-Guwahati suspends student accused of raping batch mate; puts 4 in isolation
112,Maoists release photograph of missing CoBRA commando
113,Actor Ajaz Khan tests Covid-19 positive in NCB's custody
113,Bernardeschi is latest to contract COVID-19 after Italy duty
113,Devdutt Padikkal joins RCB squad after testing negative for Covid-19
113,Pessina is eight player to contract Covid-19 after Italy duty
114,One killed as speeding SUV rams into cycle in Noida
114,Pedestrian killed by container in Jambhulwadi
114,"Rickshaw driver, accomplice arrested for molesting woman in Mumbai a month ago"
114,"SUV rams e-rickshaw, two injured"
114,"‘Distracted’ while driving, woman runs over elderly couple in Dwarka"
115,‘New Covid wave due to complacency’: Yogi Adityanath gets first shot of vaccine
115,‘Vaccine is our best hope’: Doc leads the way in battle against hesitancy
116,"Man accidentally steps on loose piece of wood, gets smacked on face"
116,‘Not funny Kevin!’: Human’s prank on doggo leaves it bamboozled
117,Mohali to get new mayor on April 8
117,PM Narendra Modi to interact with CMs on current Covid-19 situation on April 8
118,"Aakash Chopra picks ideal PBK XI for IPL 2021, leaves out"
118,Tom Moody explains why SRH bought ‘very effective' bowler at IPL 2021 auction
119,Karnataka imposes restrictions under Sec 144 in Bengaluru city limits
119,News updates from HT: Section 144 in Bengaluru city limits as virus cases rise
120,"'Health is happiness': MI's Hardik, Krunal, Lynn share tips on World Health Day"
121,"In SAD’s Ludhiana publicity blitz, Sr Badal is conspicuously missing"
121,"Mission 2022: Akhilesh criss-crosses state, covers 40 districts"
122,Kishwer responds to Kangana's fans who accuse her of 'bullying' actor
122,Varun and Natasha donate
123,"Covid-19 surge: Centre rushes 50 teams to Maharashtra, Chhattisgarh and Punjab"
123,Health minister to review Covid-19 situation with heads of 11 states today
123,"Mumbai civic body orders fire safety audit of all private, govt hospitals"
124,Neha Kakkar’s stunning lehenga look are the only blues accepted this Monday
124,"Vidya Balan slays perfect summer getaway look in a satin blouse, printed skirt"
125,Covid mutants multiply as scientists race to decode variations
125,Goa considers own lab to test Covid-19 strain due to long wait at Pune
126,Anita Hassanandani talks to baby Aaravv: 'Who’s gonna be two months in 2 days?
126,Madhuri Dixit shows off another stunning date night look
126,"Mira Rajput shares throwback pic with Pragya Kapoor, dubs them 'bump twins'"
127,Delhi govt orders its hospitals to run 1/3rd of vaccination centres 24*7
127,Delhi govt to create micro containment zones to check Covid-19 spread
127,IOA's Mehta issues fresh appeal to vaccinate Tokyo-bound athletes
127,Kejriwal urges PM Modi to expand coverage of Covid-19 vaccination drive
128,From farmer's family to CJI: Justice NV Ramana's life and career
128,Justice NV Ramana appointed as CJI
128,"Justice NV Ramana formally appointed as next CJI, to assume charge on April 24"
129,All three fronts in Wayanad exude confidence
129,Palayamkottai brings down Tirunelveli district’s poll percentage
130,BAI postpones domestic badminton tournaments in wake of rising COVID-19 cases
130,Madhya Pradesh suspends bus operations with Chhattisgarh till April 15
130,"School, college closure extended till April 10 in Chandigarh"
131,"'Change in thought process, social norms key for gender diversity at workplace'"
131,Harvard study praises UP Govt for its handling of migrant crisis during pandemic
132,PM Modi interacts with students in virtual edition of 'Pariksha Pe Charcha'
132,"Students of Classes 9, 11 to be promoted without exams"
132,Use free time to increase curiosity about productive things: PM Modi to students
133,"Local lockdowns, inflation, GDP growth: What RBI governor Shaktikanta Das said"
133,"Realtors welcome RBI policy, urge apex bank to boost liquidity in housing sector"
133,"Repo rate, reverse repo rate remain same, 'local lockdowns could hit demand'"
134,"Arjun asks fans to spot difference between his two pics, Janhvi has best reply"
134,"Eijaz crashes Pavitra’s live, says his ‘mouth is watering’ for kebabs she made"
134,"Janhvi goes on 'shaahi sawari' inside airport with her mask, face shield on"
134,"Tara drops sultry photo, boyfriend Aadar Jain says she gives him ‘fever’"
135,Madhuri Dixit dresses in co-ord bralette and pants for date night in Maldives
135,"Shraddha shares sunkissed pics from Maldives, brother offers a funny suggestion"
136,"Toddler meets dad after long time, oh-so-cute video may melt your heart"
136,Video featuring adorable doggo siblings are reminding netizens of theirs
137,"Confusion, fear, anger on day 1 of new restrictions for Pune’s traders, shop owners"
137,"Restriction Day 2 evokes protest from shop owners, traders in Pune"
138,"'Leg broken, but still fighting': Jaya Bachchan campaigns for Mamata Banerjee"
138,"Bengal Polls: PM Modi targets Mamata over appeal to Muslim voters, CM hits back"
138,"Mamata Banerjee's appeal to Muslims violated model code of conduct, says EC"
138,"Sonia appeals to kerala voters to bring UDF govt, ‘strengthen the Cong nationally’"
139,"2 days before IPL 2021 opener, RCB's Daniel Sams tests positive for Covid-19"
139,Coronavirus | RCB’s Daniel Sams tests positive
139,"MI players, support staff return Covid negative after More's positive test"
140,Recipe: Craving a healthy sweet treat? Try these blueberry protein cookies
140,Recipe: In the mood for a Mediterranean cuisine? Try Persian chicken kebabs
140,Recipe: Om nom nom your way through Tuesday with spinach and ‘ricotta’ ravioli
141,Around 70 including students test positive for Covid-19 at IIT-Jodhpur
141,"New coronavirus variant 'Eek' found in Japan, lowers vaccine protection"
142,"'It's about adapting to situation,' Gill says strike rate is 'kind of overrated"
142,Jofra Archer not impressed by Taslima Nasreen's remarks on Moeen Ali
143,"78.5 lakh voters, 205 candidates: West Bengal all set for phase 3 of polling"
143,Phase 3 of Bengal elections: 5 prominent candidates to keep an eye out for
143,"TMC bastions, big names in Phase 3 of West Bengal elections"
144,'Was cornered in TMC for resisting cut money culture...': Rajib Banerjee
144,"Centre trying to dominate with farm laws, DBT: Punjab CM"
145,Jordan bans news outlets from covering royal rift
145,Jordan's Prince Hamzah says he won't obey orders: Audio recording
145,US Supreme Court brings end to Donald Trump's 'moot' Twitter fight
146,100 armed cops leave for Punjab to bring Ansari back to UP jail
146,100-member UP Police team takes custody of Mukhtar Ansari
146,Gangster-turned-politician Mukhtar Ansari brought back to Banda jail from Punjab
146,Gangster-turned-politician Mukhtar Ansari's custody handed over to UP Police
146,Punjab hands over BSP legislator Mukhtar Ansari to UP Police
146,Uttar Pradesh takes over Mukhtar Ansari’s custody from Punjab
147,"Affluent pockets have high caseload, more hot spots"
147,Covid-19: India second country after US to record over 1 lakh daily cases
148,"Covid-19: Google letters social distance, wear face masks in new quirky doodle"
148,Japan fears Covid-19 variants are behind possible fourth wave
